EasyNumber;CompagnyName;CompagnyName2;Pays
00001253675840;SOCIETE IMMOBILIERE DE LA PLAINE BRUNETTE;SOCIETE+IMMOBILIERE+DE+LA+PLAINE+BRUNETTE;FRA
00000451239472;FRANCISCO JAVIER FORTEA APARICIO;FRANCISCO+JAVIER+FORTEA+APARICIO;ESP
00000423112917;BOARD PRODUCTS (EASTERN) LIMITED;BOARD+PRODUCTS+(EASTERN)+LIMITED;GBR
00004253086417;TOOL LINE POWER TOOL MACHINES SPECIALIST LINUS BURKE T/A;TOOL+LINE+POWER+TOOL+MACHINES+SPECIALIST+LINUS+BURKE+T/A;IRL
00000227455478;BIS BEDRIJFS INFORMATIE SYSTEMEN B.V.;BIS+BEDRIJFS+INFORMATIE+SYSTEMEN+B.V.;NLD
00000377461490;ROLFE ELECTRICAL CONTRACTORS LIMITED;ROLFE+ELECTRICAL+CONTRACTORS+LIMITED;GBR
00001626910942;EXPLOITATION AGRICOLE A RESPONSABILITE LIMITEE PEPINIERES POMMERE;EXPLOITATION+AGRICOLE+A+RESPONSABILITE+LIMITEE+PEPINIERES+POMMERE;FRA
00000377461288;N. C. T. (MATERNITY SALES) LIMITED;N.+C.+T.+(MATERNITY+SALES)+LIMITED;GBR
00000434115857;Frk. Meyer v/Anja Meyer Schmidt;Frk.+Meyer+v/Anja+Meyer+Schmidt;DNK
00000381935784;STE DALIMENTATION GENERALE BOUMIA;STE+DALIMENTATION+GENERALE+BOUMIA;MAR
00000434107119;Pigernes Magasin og Lingeri v/Gitte Ulrik Kongsmark;Pigernes+Magasin+og+Lingeri+v/Gitte+Ulrik+Kongsmark;DNK
00001062000426;ENCOFRADOS GARCISA SOCIEDAD ANONIMA LABORAL;ENCOFRADOS+GARCISA+SOCIEDAD+ANONIMA+LABORAL;ESP
00000451243564;JESUS REYES MUÑOZ DE MORALES RODRIGUEZ DE GUZMAN;JESUS+REYES+MUÑOZ+DE+MORALES+RODRIGUEZ+DE+GUZMAN;ESP
00005250697748;M. MISERICORDIA DESCARREGA CERVELLO;M.+MISERICORDIA+DESCARREGA+CERVELLO;ESP
00005876126763;CAVEROUGE.DK V/ALICE SELMA TEGLGAARD VILHELMSEN;CAVEROUGE.DK+V/ALICE+SELMA+TEGLGAARD+VILHELMSEN;DNK
00000327431689;LLOYD'S ANIMAL FEEDS (WESTERN) LIMITED;LLOYD'S+ANIMAL+FEEDS+(WESTERN)+LIMITED;GBR
00000377454166;GLOBAL QUEST COMMUNICATIONS UK LIMITED;GLOBAL+QUEST+COMMUNICATIONS+UK+LIMITED;GBR
00000439268453;CAHILL MOTOR ENGINEERING (N.I.) LIMITED;CAHILL+MOTOR+ENGINEERING+(N.I.)+LIMITED;GBR
00000145033837;CADORET ANNICK JEANNINE ROBERTE NEE AUBRY;CADORET+ANNICK+JEANNINE+ROBERTE+NEE+AUBRY;FRA
00000268410970;JOLLY GALLERY DI DESTEFANIS GIUSEPPE;JOLLY+GALLERY+DI+DESTEFANIS+GIUSEPPE;ITA
00005377280765;Focus Range International Limited;Focus+Range+International+Limited;HKG
00005377280462;Tai Da Trading (HK) Company Limited;Tai+Da+Trading+(HK)+Company+Limited;HKG
00000152740330;AUTO LYON VILLEURBANNE INDUSTRIE;AUTO+LYON+VILLEURBANNE+INDUSTRIE;FRA
00001061936226;MONTAJES ELECTRICOS MARTXUSI SL;MONTAJES+ELECTRICOS+MARTXUSI+SL;ESP
00000409176242;PRODUCTORA ANDINA DE COLORANTES S A S;PRODUCTORA+ANDINA+DE+COLORANTES+S+A+S;COL
00000520037553;MONDE KLAAS MONDE WHOLESALERS AND HARDWARE;MONDE+KLAAS+MONDE+WHOLESALERS+AND+HARDWARE;ZAF
00003851137123;TATANGELO OSVALDO DI FEDERICA TATANGELO;TATANGELO+OSVALDO+DI+FEDERICA+TATANGELO;ITA
00000058934950;COMPTOIR DIFFUSION CARNOT DECOR;COMPTOIR+DIFFUSION+CARNOT+DECOR;FRA
00000295693854;EURO-FLEXIBLE ENGINEERING LIMITED;EURO-FLEXIBLE+ENGINEERING+LIMITED;GBR
00000501420856;AIG EUROPE LIMITED - SUCURSAL EM PO RTUGAL;AIG+EUROPE+LIMITED+-+SUCURSAL+EM+PO+RTUGAL;PRT
00000451310743;CARROCERIAS VALLEJO SOCIEDAD ANONIMA;CARROCERIAS+VALLEJO+SOCIEDAD+ANONIMA;ESP
00000509791962;GROUPEMENT FORESTIER DU BOIS DU VAUX DE BURE;GROUPEMENT+FORESTIER+DU+BOIS+DU+VAUX+DE+BURE;FRA
00000365012342;ALTON PARK RESIDENT MANAGEMENT ORGANISATION LIMITED;ALTON+PARK+RESIDENT+MANAGEMENT+ORGANISATION+LIMITED;GBR
00000367758631;SOCIETA' VACUPAN ITALIA A RESPONSABILITA' LIMITATA;SOCIETA'+VACUPAN+ITALIA+A+RESPONSABILITA'+LIMITATA;ITA
00000493795278;RANGDANEH SIRJAN CO TEL 98/21.8750618 FAX 98/21.8750602;RANGDANEH+SIRJAN+CO+TEL+98/21.8750618+FAX+98/21.8750602;IRN
00000370597860;INDUSTRY SERVICES INTERNATIONAL SARL;INDUSTRY+SERVICES+INTERNATIONAL+SARL;LUX
00000571862587;UNITED OIL PROJECTS COMPANY K.S.C.C.;UNITED+OIL+PROJECTS+COMPANY+K.S.C.C.;KWT
00000493392056;FALLAH MAJID(TEL. 00 98 2177502008);FALLAH+MAJID(TEL.+00+98+2177502008);IRN
00000396520506;STYLES ON BROADWAY 2003 LIMITED;STYLES+ON+BROADWAY+2003+LIMITED;NZL
00000559448189;BROWALLIA INVOICE FINANCING LIMITED;BROWALLIA+INVOICE+FINANCING+LIMITED;GBR
00005344066013;MINISTRY OF EDUCATION GENERAL ESTABLISHMENT FOR PRINTING;MINISTRY+OF+EDUCATION+GENERAL+ESTABLISHMENT+FOR+PRINTING;SYR
00000578544936;ENET TECHNOLOGIES INTERNATIONAL W L L;ENET+TECHNOLOGIES+INTERNATIONAL+W+L+L;KWT
00000430330471;CHRYSALLIS IMPORT EXPORT LIMITED;CHRYSALLIS+IMPORT+EXPORT+LIMITED;CYP
00000409183465;ALFONSO ROJAS RESTREPO CIA LTDA;ALFONSO+ROJAS+RESTREPO+CIA+LTDA;COL
00000530267536;TOTES ISOTONER CANADA LIMITED TOTES;TOTES+ISOTONER+CANADA+LIMITED+TOTES;CAN
00000401078749;DISTRIBUIDORA TEXTIL JORGITO SRL;DISTRIBUIDORA+TEXTIL+JORGITO+SRL;PER
00000559567747;OPTIONS EMPLOYMENT GROUP LIMITED;OPTIONS+EMPLOYMENT+GROUP+LIMITED;GBR
00000530266273;VEIKLE INTERNATIONAL SUPPLY INC;VEIKLE+INTERNATIONAL+SUPPLY+INC;CAN
00005265723372;TAHIR MEHMOOD SANPTURE INTERNATIONAL;TAHIR+MEHMOOD+SANPTURE+INTERNATIONAL;PAK
00001839594056;AUTOMOBILE CLUB GARD LOZERE ARDECHE;AUTOMOBILE+CLUB+GARD+LOZERE+ARDECHE;FRA
00000443869477;COMMERCIAL COMPANY FOR STEEL AND IMPORT TEL 002025935275;COMMERCIAL+COMPANY+FOR+STEEL+AND+IMPORT+TEL+002025935275;EGY
00002350059068;BUREAU D'ETUDES ELECTRIQUES SARL;BUREAU+D'ETUDES+ELECTRIQUES+SARL;SEN
00000229517911;COOPERATIEVE VERENIGING BEKO ZUID U.A.;COOPERATIEVE+VERENIGING+BEKO+ZUID+U.A.;NLD
00000392698246;COMERCIALIZADORA E INVERSIONES AMERICANINO LIMITADA;COMERCIALIZADORA+E+INVERSIONES+AMERICANINO+LIMITADA;CHL
00000392696933;CONSTRUCTORA SAN ANTONIO LIMITADA;CONSTRUCTORA+SAN+ANTONIO+LIMITADA;CHL
00001054774637;D C S DISTRIBUTION COMMUNICAT SERVICES;D+C+S+DISTRIBUTION+COMMUNICAT+SERVICES;FRA
00000314088712;CLARIANT CHEMICALS (INDIA) LIMITED;CLARIANT+CHEMICALS+(INDIA)+LIMITED;IND
00000295683853;HUTCHINSON DEMOLITION (YORKSHIRE) LIMITED;HUTCHINSON+DEMOLITION+(YORKSHIRE)+LIMITED;GBR
00000264155031;CENTRO SUD - SOCIETA' IN NOME COLLETTIVO DI SANDOLFINI FRANCO E GREGORI ENZO;CENTRO+SUD+-+SOCIETA'+IN+NOME+COLLETTIVO+DI+SANDOLFINI+FRANCO+E+GREGORI+ENZO;ITA
00000451312662;GRUPO AITA MULTIPRECIO SLL EN LIQUIDACION;GRUPO+AITA+MULTIPRECIO+SLL+EN+LIQUIDACION;ESP
00000490944684;NAKH PEYVASTEH ZAGROS COTEL: 98.913.108.8874;NAKH+PEYVASTEH+ZAGROS+COTEL:+98.913.108.8874;IRN
00000368181756;POSTFIELD STRUCTURED SOLUTIONS LIMITED;POSTFIELD+STRUCTURED+SOLUTIONS+LIMITED;GBR
00000161967482;tec-fachmarkt bauelemente und design GmbH;tec-fachmarkt+bauelemente+und+design+GmbH;AUT
00000439921752;WS Immobilien und Consulting AG;WS+Immobilien+und+Consulting+AG;CHE
00005855821055;FTH FAMILY TRADE HOUSE CORPORATION;FTH+FAMILY+TRADE+HOUSE+CORPORATION;PHL
00000327247175;Ashwa Technologies Company Limited (One Person Company);Ashwa+Technologies+Company+Limited+(One+Person+Company);SAU
00000497421861;SOCIETE COOPERATIVE OUVRIERE D'EXPLOITATION DE CARS;SOCIETE+COOPERATIVE+OUVRIERE+D'EXPLOITATION+DE+CARS;FRA
00000443866245;UNIT FOUR FOR CHEMICAL INDUSTRIES;UNIT+FOUR+FOR+CHEMICAL+INDUSTRIES;EGY
00004126520877;AGENCEMENT ET MENUISERIE GENERALE;AGENCEMENT+ET+MENUISERIE+GENERALE;FRA
00001804407840;FARAVELLI CERAMICHE DI FARAVELLI SARA;FARAVELLI+CERAMICHE+DI+FARAVELLI+SARA;ITA
00000409180031;LLANTAS E IMPORTACIONES SAGU S A S;LLANTAS+E+IMPORTACIONES+SAGU+S+A+S;COL
00000439924782;Outback Riding Equipment Silvia Gosteli;Outback+Riding+Equipment+Silvia+Gosteli;CHE
00000501315643;HEBER MIGUEL LOURENÇO DE OLIVEIRA;HEBER+MIGUEL+LOURENÇO+DE+OLIVEIRA;PRT
00000326364964;Saudi Catering And Contracting Company;Saudi+Catering+And+Contracting+Company;SAU
00000481829461;DOLCI EMOZIONI DI FIORONI PALMINA;DOLCI+EMOZIONI+DI+FIORONI+PALMINA;ITA
00001804329600;BOLZAN ANGELO E ANNA SOCIETA' SEMPLICE;BOLZAN+ANGELO+E+ANNA+SOCIETA'+SEMPLICE;ITA
00000355778873;SAINT GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTDA;SAINT+GOBAIN+DO+BRASIL+PRODUTOS+INDUSTRIAIS+E+PARA+CONSTRUCAO+LTDA;BRA
00000509799740;GROUPEMENT AGRICOLE D EXPLOITATION EN COMMUN RECONNU DE LA FINOTTE;GROUPEMENT+AGRICOLE+D+EXPLOITATION+EN+COMMUN+RECONNU+DE+LA+FINOTTE;FRA
00000430263848;SOL BLINDS MANUFACTURING LIMITED;SOL+BLINDS+MANUFACTURING+LIMITED;GBR
00000496371249;COMMUNE DE BLENOD LES PONT A MOUSSON;COMMUNE+DE+BLENOD+LES+PONT+A+MOUSSON;FRA
00000376009827;DEUTSCHE BANK (MALAYSIA) BERHAD;DEUTSCHE+BANK+(MALAYSIA)+BERHAD;MYS
00000432500440;MOARA LOULIS - ROMANIAN FLOUR MILLS LOULIS SA;MOARA+LOULIS+-+ROMANIAN+FLOUR+MILLS+LOULIS+SA;ROU
00000353510411;NEWVELL PRECISION ENGINEERING LIMITED;NEWVELL+PRECISION+ENGINEERING+LIMITED;GBR
00001263748938;CASTEL BUREAU ETUDES STRUCTURES;CASTEL+BUREAU+ETUDES+STRUCTURES;FRA
00005902294181;NEW KAWARA INC. (FORMER NAME: MARBEN DEVELOPERS PHILS. INC.);NEW+KAWARA+INC.+(FORMER+NAME:+MARBEN+DEVELOPERS+PHILS.+INC.);PHL
00000530268041;SYMPHONY AIRCRAFT INDUSTRIES INC;SYMPHONY+AIRCRAFT+INDUSTRIES+INC;CAN
00000246715625;BAR SMERALDO S.A.S. DI GENTILE ROBERTO E C.;BAR+SMERALDO+S.A.S.+DI+GENTILE+ROBERTO+E+C.;ITA
00000409185031;ICP INTERNACIONAL DE COMPUPARTES LTDA;ICP+INTERNACIONAL+DE+COMPUPARTES+LTDA;COL
00000314087752;PARRY ENTERPRISES INDIA LIMITED;PARRY+ENTERPRISES+INDIA+LIMITED;IND
00001489841148;BELLANOVA ISABELLE ANNE NEE SCHLEGEL;BELLANOVA+ISABELLE+ANNE+NEE+SCHLEGEL;FRA
00002258022759;INAF CONSTRUCTIONS SARL TEL : 221 832 83 65 FAX : 221 832 83 63;INAF+CONSTRUCTIONS+SARL+TEL+:+221+832+83+65+FAX+:+221+832+83+63;SEN
00002131080666;MASSIEVE PARKETVLOEREN JAN BUELENS;MASSIEVE+PARKETVLOEREN+JAN+BUELENS;BEL
00000101764927;LES BOUCHERIES DE L ILE DE FRANCE;LES+BOUCHERIES+DE+L+ILE+DE+FRANCE;FRA
00000392679557;CREACIONES NATALINA CARAPELLE LTDA.;CREACIONES+NATALINA+CARAPELLE+LTDA.;CHL
00002253779092;TABART CHRISTOPHE PIERRE CHARLES;TABART+CHRISTOPHE+PIERRE+CHARLES;FRA
00000409185738;POLUX SUMINISTROS S A S EN REORGANIZACION;POLUX+SUMINISTROS+S+A+S+EN+REORGANIZACION;COL
00000368166148;KIER INTEGRATED SERVICES GROUP LIMITED;KIER+INTEGRATED+SERVICES+GROUP+LIMITED;GBR
00000246707947;A.G.F. DI TABBONE MARIA ASSUNTA;A.G.F.+DI+TABBONE+MARIA+ASSUNTA;ITA
00002252594275;SEIGNEURIOUX PATRICE DIDIER REGIS;SEIGNEURIOUX+PATRICE+DIDIER+REGIS;FRA
00002324287702;SYST DETEC ELECTRO PROT PHYSIQUE;SYST+DETEC+ELECTRO+PROT+PHYSIQUE;FRA
00000501245939;ANTONIO FERNANDO PEIXOTO ARAUJO;ANTONIO+FERNANDO+PEIXOTO+ARAUJO;PRT
00005623190048;AMMAR BARDAN BARDAN IMPORT EXPORT;AMMAR+BARDAN+BARDAN+IMPORT+EXPORT;SYR
00001329889929;FERNANDO SANTOS BENTO E JOÃO ANTONIO DA CONCEIÇÃO MARQUES;FERNANDO+SANTOS+BENTO+E+JOÃO+ANTONIO+DA+CONCEIÇÃO+MARQUES;PRT
00000128645548;STAMBACH GESELLSCHAFT M.B.H. IN LIQ U.;STAMBACH+GESELLSCHAFT+M.B.H.+IN+LIQ+U.;AUT
00001467787382;SARL CAVEAU DE PULIGNY MONTRACHET;SARL+CAVEAU+DE+PULIGNY+MONTRACHET;FRA
00005919207775;VILLAGE MARKETING-KALIBO CORPORATION;VILLAGE+MARKETING-KALIBO+CORPORATION;PHL
00000304333373;FIBRE ART (PTY) LTD DIV. OF SEARDEL GROUP REFER TO 615008520;FIBRE+ART+(PTY)+LTD+DIV.+OF+SEARDEL+GROUP+REFER+TO+615008520;ZAF
00000229515941;J.A. VAN DER MEIJDEN BEHEER B.V.;J.A.+VAN+DER+MEIJDEN+BEHEER+B.V.;NLD
00000295681833;CORNERSTONE LOUVRE SYSTEMS LTD.;CORNERSTONE+LOUVRE+SYSTEMS+LTD.;GBR
00000509792366;SOCIETE CIVILE D EXPLOITATION AGRICOLE DE BUMONT;SOCIETE+CIVILE+D+EXPLOITATION+AGRICOLE+DE+BUMONT;FRA
00000559542341;THE BRIDGE COFFEE COMPANY LIMITED;THE+BRIDGE+COFFEE+COMPANY+LIMITED;GBR
00000314355860;SARAF TRADING CORPORATION PRIVATE LIMITED;SARAF+TRADING+CORPORATION+PRIVATE+LIMITED;IND
00001908779347;SOCIETE CIVILE DE MOYENS SITRAN;SOCIETE+CIVILE+DE+MOYENS+SITRAN;FRA
00005852866662;JULBEL ENTERPRISES AND CONSTRUCTION;JULBEL+ENTERPRISES+AND+CONSTRUCTION;PHL
00001148452832;GOY JEAN AMBULANCES LUDOVICIENNES;GOY+JEAN+AMBULANCES+LUDOVICIENNES;FRA
00000512437787;AMIR FASHION TEL: 98.21.2283231;AMIR+FASHION+TEL:+98.21.2283231;IRN
00000194169051;DECOM TELECOMMUNICATIE DOETINCHEM B.V.;DECOM+TELECOMMUNICATIE+DOETINCHEM+B.V.;NLD
00000451312056;CARLOS MANUEL RODRIGUEZ FERNANDEZ;CARLOS+MANUEL+RODRIGUEZ+FERNANDEZ;ESP
00000376024122;CELCURE CHEMICALS (M) SDN. BHD.;CELCURE+CHEMICALS+(M)+SDN.+BHD.;MYS
00000134897448;SOCIETE D EXPLOITATION DU SITE DES ANGLES;SOCIETE+D+EXPLOITATION+DU+SITE+DES+ANGLES;FRA
00000509800044;TROIS CHENES (GROUPEMENT FORESTIER DES);TROIS+CHENES+(GROUPEMENT+FORESTIER+DES);FRA
00000424544022;MR AND MRS GRANTHAM T-AS SKID ROW;MR+AND+MRS+GRANTHAM+T-AS+SKID+ROW;GBR
00000368172058;INFRASTRUCTURE TECHNOLOGIES LIMITED;INFRASTRUCTURE+TECHNOLOGIES+LIMITED;GBR
00000392698852;BARON PHILIPPE DE ROTHSCHILD MAIPO CHILE S.P.A.;BARON+PHILIPPE+DE+ROTHSCHILD+MAIPO+CHILE+S.P.A.;CHL
00001561071043;STICHTING ADMINISTRATIEKANTOOR EMD FIJNMECHANICA;STICHTING+ADMINISTRATIEKANTOOR+EMD+FIJNMECHANICA;NLD
00002870345133;COMPANIA DE PRODUCTIE INTERTAINMENT SA;COMPANIA+DE+PRODUCTIE+INTERTAINMENT+SA;ROU
00000380693436;POLAQUIMIA DE TLAXCALA SA DE CV;POLAQUIMIA+DE+TLAXCALA+SA+DE+CV;MEX
00000367745852;CENTRO SERENA ROMA SOCIETA' PER AZIONI;CENTRO+SERENA+ROMA+SOCIETA'+PER+AZIONI;ITA
00005593170469;MOHAMED YASEEN AND MUSTAFA FARWATI CO;MOHAMED+YASEEN+AND+MUSTAFA+FARWATI+CO;SYR
00004564947881;GONZO IMPIANTI S.R.L. - IN LIQUIDAZIONE;GONZO+IMPIANTI+S.R.L.+-+IN+LIQUIDAZIONE;ITA
00000520032856;MOLO AFRIKA SPEECH TECHNOLOGIES;MOLO+AFRIKA+SPEECH+TECHNOLOGIES;ZAF
00000504018646;MOODI INDUSTRIES TEL:98-262-3826536 FAX:98-262-3826537;MOODI+INDUSTRIES+TEL:98-262-3826536+FAX:98-262-3826537;IRN
00004564951064;AZIENDA AGRICOLA LELE PENASSO DI PENASSO EMANUELE;AZIENDA+AGRICOLA+LELE+PENASSO+DI+PENASSO+EMANUELE;ITA
00000501612643;XTRA TUNNING NUNO MOTA PT212931954;XTRA+TUNNING+NUNO+MOTA+PT212931954;PRT
00000161699122;MASTERPOINT COMPUTERHANDELS GMBH;MASTERPOINT+COMPUTERHANDELS+GMBH;AUT
00000520710147;PANOA BUSINESS SYSTEMS PANASONIC BUSINESS SYSTEMS;PANOA+BUSINESS+SYSTEMS+PANASONIC+BUSINESS+SYSTEMS;ZAF
00000264158061;I.M.E.C.O. INTERNATIONAL S.R.L.;I.M.E.C.O.+INTERNATIONAL+S.R.L.;ITA
00000501171740;JOÃO DINIS COSTA PEREIRA GALEGO E SOFIA ALEXANDRA C.APÓSTOLO P.GABEJO;JOÃO+DINIS+COSTA+PEREIRA+GALEGO+E+SOFIA+ALEXANDRA+C.APÓSTOLO+P.GABEJO;PRT
00000481824158;F.LLI PELUFFO S.N.C. DI DANIELA E GABRIELE PELUFFO;F.LLI+PELUFFO+S.N.C.+DI+DANIELA+E+GABRIELE+PELUFFO;ITA
00001557481131;STICHTING DERDENGELDEN AWVN ADVOCATEN;STICHTING+DERDENGELDEN+AWVN+ADVOCATEN;NLD
00000163917479;AELLE FIN S.A.S. DI ALESSANDRO GUALANDRIS E C.;AELLE+FIN+S.A.S.+DI+ALESSANDRO+GUALANDRIS+E+C.;ITA
00001322141968;FUSICABO - MONTAGENS ELÉCTRICAS LDA;FUSICABO+-+MONTAGENS+ELÉCTRICAS+LDA;PRT
00000326668126;COFER DEL RAG. ZENOBI ISAIA DI PERNA ENZO E TESTA IDA S.N.C.;COFER+DEL+RAG.+ZENOBI+ISAIA+DI+PERNA+ENZO+E+TESTA+IDA+S.N.C.;ITA
00000322429966;HUDSON CANYON INC COMMERCIAL OFFSET;HUDSON+CANYON+INC+COMMERCIAL+OFFSET;USA
00000462837675;GE HEALTHCARE CLINICAL SYSTEMS SL;GE+HEALTHCARE+CLINICAL+SYSTEMS+SL;ESP
00003689872537;IL FERRO S.R.L. - IN LIQUIDAZIONE;IL+FERRO+S.R.L.+-+IN+LIQUIDAZIONE;ITA
00005970040639;OUTSIDE IN V/LINE THORUP LUND TONOE;OUTSIDE+IN+V/LINE+THORUP+LUND+TONOE;DNK
00000379165553;RO.EM SOCIETA' A RESPONSABILITA' LIMITATA A CAPITALE RIDOTTO;RO.EM+SOCIETA'+A+RESPONSABILITA'+LIMITATA+A+CAPITALE+RIDOTTO;ITA
00000075422087;SOCIETE DE RENOVATION DU CHATEAU;SOCIETE+DE+RENOVATION+DU+CHATEAU;FRA
00000211576939;INCONTRO MODA DI SEBASTIANO FICHERA;INCONTRO+MODA+DI+SEBASTIANO+FICHERA;ITA
00001065163829;PEDRA POLIDA COM E REPRESENTACOES LTDA PEDRA POLIDA;PEDRA+POLIDA+COM+E+REPRESENTACOES+LTDA+PEDRA+POLIDA;BRA
00000457618759;MUEBLES OCIO CONFORT SOCIEDAD LIMITADA;MUEBLES+OCIO+CONFORT+SOCIEDAD+LIMITADA;ESP
00000107730031;MUTUALITE FRANCAISE ISERE SERVICES SOINS ET ACCOMPAGNEMENT MUTUALISTE;MUTUALITE+FRANCAISE+ISERE+SERVICES+SOINS+ET+ACCOMPAGNEMENT+MUTUALISTE;FRA
00002324145970;LES ATELIERS DU PLAN DE TRAVAIL;LES+ATELIERS+DU+PLAN+DE+TRAVAIL;FRA
00001060556843;AUTORREPUESTOS PARA VEHICULOS S.L;AUTORREPUESTOS+PARA+VEHICULOS+S.L;ESP
00000358331963;RAFFAELLO E EMILIO MICHELOTTI SRL;RAFFAELLO+E+EMILIO+MICHELOTTI+SRL;ITA
00000473347839;EASTALCO ALUMINUM COMPANY (INC) ALCOA;EASTALCO+ALUMINUM+COMPANY+(INC)+ALCOA;USA
00000442576013;SUMINISTROS Y AFILADOS INDUSTRIALES JB SL;SUMINISTROS+Y+AFILADOS+INDUSTRIALES+JB+SL;ESP
00000268338639;LA GIOVANE S.A.S. DI SPINOSA CARMELA;LA+GIOVANE+S.A.S.+DI+SPINOSA+CARMELA;ITA
00003516236438;LUBRICANTES BAECULA SOCIEDAD LIMITADA;LUBRICANTES+BAECULA+SOCIEDAD+LIMITADA;ESP
00000170185443;Monika Pribek Paletten-Handels- gesellschaft m.b.H.;Monika+Pribek+Paletten-Handels-+gesellschaft+m.b.H.;AUT
00000438878463;BESTOBELL AVIATION PRODUCTS LIMITED;BESTOBELL+AVIATION+PRODUCTS+LIMITED;GBR
00000329833348;NORTHERN AUTOMOTIVE SYSTEMS LTD;NORTHERN+AUTOMOTIVE+SYSTEMS+LTD;IRL
00000473345667;PROFESSIONAL HOME KITCHENS INC. AR T CULINAIRE;PROFESSIONAL+HOME+KITCHENS+INC.+AR+T+CULINAIRE;USA
00000501094661;MONDO BETON S.R.L. - IN FALLIMENTO;MONDO+BETON+S.R.L.+-+IN+FALLIMENTO;ITA
00000468470827;GOU NUÑEZ ALEJANDRO 000574926E SLNE;GOU+NUÑEZ+ALEJANDRO+000574926E+SLNE;ESP
00004497002768;Graf AG General- / Totalunternehmung;Graf+AG+General-+/+Totalunternehmung;CHE
00000448372665;SUMINISTROS ELECTRICOS ANTRA SL;SUMINISTROS+ELECTRICOS+ANTRA+SL;ESP
00001476712940;ALLO CHAUFFA PLOMBER MACONNER ELECTRI;ALLO+CHAUFFA+PLOMBER+MACONNER+ELECTRI;FRA
00000501096530;EUROTUNING FLASH SAS FRANCESCHINI OSCAR;EUROTUNING+FLASH+SAS+FRANCESCHINI+OSCAR;ITA
00000129865470;SOCIETE DE MEUNERIE BOULANGERIE;SOCIETE+DE+MEUNERIE+BOULANGERIE;FRA
00000497144055;GROUPEMENT PECHEURS ARTISANS TURBALLAIS;GROUPEMENT+PECHEURS+ARTISANS+TURBALLAIS;FRA
00000189601717;RIVALE SCAVI S.N.C. DI RIOLFO CLAUDIO;RIVALE+SCAVI+S.N.C.+DI+RIOLFO+CLAUDIO;ITA
00001051309384;VINEED UDYOG LTD TEL: +91-294-2440220;VINEED+UDYOG+LTD+TEL:++91-294-2440220;IND
00000256250033;LEPRI COSTRUZIONI EDILI - S.R.L. IN LIQUIDAZIONE;LEPRI+COSTRUZIONI+EDILI+-+S.R.L.+IN+LIQUIDAZIONE;ITA
00000211573353;SCARLET - SOCIETA' IN NOME COLLETTIVO DI UGOLINI ROSSELLA E C.;SCARLET+-+SOCIETA'+IN+NOME+COLLETTIVO+DI+UGOLINI+ROSSELLA+E+C.;ITA
00000050771441;EUROPEENNE DE PISCINES ET SPAS -;EUROPEENNE+DE+PISCINES+ET+SPAS+-;FRA
00000256245638;DE LAGE LANDEN LEASING - S.P.A.;DE+LAGE+LANDEN+LEASING+-+S.P.A.;ITA
00001265494622;SOCIETE BOUCHOULE - LAW BO KANG;SOCIETE+BOUCHOULE+-+LAW+BO+KANG;FRA
00000553105725;MATECHET MAAYAN - AGRICULTURE COOPE RATIVE SOCIETY LTD;MATECHET+MAAYAN+-+AGRICULTURE+COOPE+RATIVE+SOCIETY+LTD;ISR
00000584611060;SINGLE SOURCE MATERIALS SOLUTIONS NETHERLANDS B.V.;SINGLE+SOURCE+MATERIALS+SOLUTIONS+NETHERLANDS+B.V.;NLD
00001060584119;M C M PINTURA DECORATIVA PROFESIONAL S.L.;M+C+M+PINTURA+DECORATIVA+PROFESIONAL+S.L.;ESP
00002072947157;Société De Transport En Commun Du Brabant Wallon;Société+De+Transport+En+Commun+Du+Brabant+Wallon;BEL
00000538243956;CEBUS RIMON INDUSTRIALIZED CONSTRUCTION LTD;CEBUS+RIMON+INDUSTRIALIZED+CONSTRUCTION+LTD;ISR
00003676162149;COUTURE MICHAEL JEAN CLAUDE RENE;COUTURE+MICHAEL+JEAN+CLAUDE+RENE;FRA
00001195670528;S.A.R.L. DELAVIGNE PERE ET FILS;S.A.R.L.+DELAVIGNE+PERE+ET+FILS;FRA
00003373546373;HIDALGO IMPORT SOCIEDAD ANONIMA;HIDALGO+IMPORT+SOCIEDAD+ANONIMA;ESP
00000438875382;BERNARD CHARLES TEXTILES LIMITED;BERNARD+CHARLES+TEXTILES+LIMITED;GBR
00005968533161;THE HEALTH AND CARE ADMINISTRATION;THE+HEALTH+AND+CARE+ADMINISTRATION;DNK
00001119551045;C P C I CABINET PERRAUD 2 CF CENTRE IMMOBILIER;C+P+C+I+CABINET+PERRAUD+2+CF+CENTRE+IMMOBILIER;FRA
00005847417773;J AND J WINE AND BEER MERCHANTS LLC;J+AND+J+WINE+AND+BEER+MERCHANTS+LLC;USA
00001050181947;T INTERNATIONAL MRS. BAKSHI ANURADHA;T+INTERNATIONAL+MRS.+BAKSHI+ANURADHA;IND
00002268457459;XYLOKATOIKEIN HASILIDIS TRIANTAFYLLOS SI A E.E.;XYLOKATOIKEIN+HASILIDIS+TRIANTAFYLLOS+SI+A+E.E.;GRC
00000189625961;CASA VINICOLA ZARAMELLA DI FABBRO RAUL E FIGLI S.N.C.;CASA+VINICOLA+ZARAMELLA+DI+FABBRO+RAUL+E+FIGLI+S.N.C.;ITA
